id_participante,estado_asistencia,tiempo_registro_seg,hay_error,tiempo_extra_por_error,registro_duplicado,evento_id
26,presente,49.63,True,60.0,False,Sesion_2
27,presente,29.49,False,0.0,False,Sesion_2
28,presente,54.43,False,0.0,False,Sesion_2
29,presente,39.46,False,0.0,False,Sesion_2
30,ausente,0.0,False,0.0,False,Sesion_2
31,ausente,0.0,False,0.0,False,Sesion_2
32,presente,27.03,False,0.0,False,Sesion_2
33,tardanza,32.66,True,60.0,False,Sesion_2
34,presente,56.27,False,0.0,False,Sesion_2
35,presente,42.18,False,0.0,False,Sesion_2
36,presente,28.0,False,0.0,False,Sesion_2
36,presente,30.77,False,0.0,True,Sesion_2
37,presente,36.85,False,0.0,False,Sesion_2
38,presente,41.14,False,0.0,False,Sesion_2
39,presente,34.48,True,60.0,False,Sesion_2
40,ausente,0.0,False,0.0,False,Sesion_2
41,presente,28.01,False,0.0,False,Sesion_2
42,tardanza,19.7,False,0.0,False,Sesion_2
43,presente,34.68,False,0.0,False,Sesion_2
44,presente,13.78,False,0.0,False,Sesion_2
45,presente,33.85,False,0.0,False,Sesion_2
46,presente,39.74,False,0.0,False,Sesion_2
47,presente,40.32,False,0.0,False,Sesion_2
48,presente,31.31,False,0.0,False,Sesion_2
49,presente,46.18,False,0.0,False,Sesion_2
50,presente,31.33,False,0.0,False,Sesion_2
51,presente,46.33,False,0.0,False,Sesion_2
52,presente,32.42,False,0.0,False,Sesion_2
53,presente,30.81,False,0.0,False,Sesion_2
54,presente,31.27,False,0.0,False,Sesion_2
55,presente,34.48,False,0.0,False,Sesion_2
56,presente,29.56,False,0.0,False,Sesion_2
57,presente,35.71,False,0.0,False,Sesion_2
58,presente,20.4,False,0.0,False,Sesion_2
59,presente,19.05,False,0.0,False,Sesion_2
60,presente,34.18,True,60.0,False,Sesion_2
61,tardanza,46.08,True,60.0,False,Sesion_2
62,presente,36.3,False,0.0,False,Sesion_2
63,presente,37.42,False,0.0,False,Sesion_2
64,presente,47.24,False,0.0,False,Sesion_2
65,presente,32.05,False,0.0,False,Sesion_2
66,presente,42.32,False,0.0,False,Sesion_2
67,presente,35.4,False,0.0,False,Sesion_2
68,presente,50.46,False,0.0,False,Sesion_2
68,presente,54.8,False,0.0,True,Sesion_2
69,presente,54.6,False,0.0,False,Sesion_2
70,tardanza,47.13,False,0.0,False,Sesion_2
71,presente,44.98,False,0.0,False,Sesion_2
72,presente,41.84,False,0.0,False,Sesion_2
73,presente,31.35,False,0.0,False,Sesion_2
74,presente,32.87,False,0.0,False,Sesion_2
75,presente,41.05,True,60.0,False,Sesion_2
76,ausente,0.0,False,0.0,False,Sesion_2
77,presente,25.38,False,0.0,False,Sesion_2
78,presente,32.93,False,0.0,False,Sesion_2
79,presente,21.64,False,0.0,False,Sesion_2
80,presente,19.56,False,0.0,False,Sesion_2
81,presente,26.9,False,0.0,False,Sesion_2
82,presente,48.64,False,0.0,False,Sesion_2
83,tardanza,42.48,False,0.0,False,Sesion_2
84,presente,29.78,False,0.0,False,Sesion_2
84,presente,32.71,False,0.0,True,Sesion_2
85,presente,36.95,True,60.0,False,Sesion_2
86,presente,30.29,False,0.0,False,Sesion_2
87,tardanza,30.7,False,0.0,False,Sesion_2
87,tardanza,32.42,False,0.0,True,Sesion_2
88,presente,57.32,False,0.0,False,Sesion_2
89,presente,30.11,False,0.0,False,Sesion_2
90,tardanza,38.53,False,0.0,False,Sesion_2
91,presente,40.21,False,0.0,False,Sesion_2
92,presente,34.36,False,0.0,False,Sesion_2
93,presente,24.33,False,0.0,False,Sesion_2
94,presente,34.88,False,0.0,False,Sesion_2
95,tardanza,28.4,False,0.0,False,Sesion_2
96,presente,26.92,False,0.0,False,Sesion_2
97,presente,30.1,False,0.0,False,Sesion_2
98,tardanza,41.7,False,0.0,False,Sesion_2
99,presente,40.07,False,0.0,False,Sesion_2
100,presente,45.56,False,0.0,False,Sesion_2
101,ausente,0.0,False,0.0,False,Sesion_2
102,presente,34.71,False,0.0,False,Sesion_2
103,presente,40.97,False,0.0,False,Sesion_2
104,presente,32.3,False,0.0,False,Sesion_2
105,ausente,0.0,False,0.0,False,Sesion_2
106,presente,43.85,False,0.0,False,Sesion_2
107,tardanza,22.61,False,0.0,False,Sesion_2
108,presente,41.81,False,0.0,False,Sesion_2
109,presente,31.39,False,0.0,False,Sesion_2
110,presente,44.97,False,0.0,False,Sesion_2
111,ausente,0.0,False,0.0,False,Sesion_2
112,presente,28.35,False,0.0,False,Sesion_2
113,presente,38.68,False,0.0,False,Sesion_2
114,presente,31.86,True,60.0,False,Sesion_2
115,presente,34.72,False,0.0,False,Sesion_2
116,presente,43.26,False,0.0,False,Sesion_2
117,presente,45.65,True,60.0,False,Sesion_2
118,presente,35.93,False,0.0,False,Sesion_2
119,presente,34.55,False,0.0,False,Sesion_2
120,presente,25.87,True,60.0,False,Sesion_2
121,presente,51.58,False,0.0,False,Sesion_2
122,ausente,0.0,False,0.0,False,Sesion_2
123,presente,28.98,False,0.0,False,Sesion_2
124,presente,37.4,False,0.0,False,Sesion_2
125,presente,37.63,False,0.0,False,Sesion_2
126,presente,30.49,True,60.0,False,Sesion_2
127,tardanza,39.96,False,0.0,False,Sesion_2
128,presente,41.87,False,0.0,False,Sesion_2
129,presente,42.8,False,0.0,False,Sesion_2
130,presente,45.79,False,0.0,False,Sesion_2
131,presente,29.04,False,0.0,False,Sesion_2
132,presente,21.86,False,0.0,False,Sesion_2
133,presente,26.81,False,0.0,False,Sesion_2
134,presente,36.22,False,0.0,False,Sesion_2
135,tardanza,53.97,False,0.0,False,Sesion_2
136,tardanza,39.26,False,0.0,False,Sesion_2
137,presente,48.19,False,0.0,False,Sesion_2
138,presente,27.29,False,0.0,False,Sesion_2
139,presente,38.65,False,0.0,False,Sesion_2
140,presente,43.26,False,0.0,False,Sesion_2
141,presente,50.45,True,60.0,False,Sesion_2
142,presente,31.19,False,0.0,False,Sesion_2
143,presente,47.19,False,0.0,False,Sesion_2
144,presente,37.84,False,0.0,False,Sesion_2
145,tardanza,36.51,False,0.0,False,Sesion_2
146,presente,44.47,False,0.0,False,Sesion_2
147,presente,25.46,False,0.0,False,Sesion_2
148,ausente,0.0,False,0.0,False,Sesion_2
149,presente,17.72,False,0.0,False,Sesion_2
150,presente,32.62,True,60.0,False,Sesion_2
151,presente,39.9,True,60.0,False,Sesion_2
152,presente,21.19,False,0.0,False,Sesion_2
153,presente,33.84,False,0.0,False,Sesion_2
154,presente,33.62,False,0.0,False,Sesion_2
155,presente,29.13,False,0.0,False,Sesion_2
156,presente,38.25,False,0.0,False,Sesion_2
157,presente,28.54,False,0.0,False,Sesion_2
158,presente,41.51,True,60.0,False,Sesion_2
159,presente,42.08,False,0.0,False,Sesion_2
160,presente,41.85,False,0.0,False,Sesion_2
161,presente,29.97,False,0.0,False,Sesion_2
162,tardanza,37.3,False,0.0,False,Sesion_2
163,presente,31.58,False,0.0,False,Sesion_2
164,ausente,0.0,False,0.0,False,Sesion_2
165,ausente,0.0,False,0.0,False,Sesion_2
166,presente,45.54,False,0.0,False,Sesion_2
167,presente,34.19,False,0.0,False,Sesion_2
168,presente,43.2,True,60.0,False,Sesion_2
169,presente,37.76,False,0.0,False,Sesion_2
170,presente,37.39,True,60.0,False,Sesion_2
171,presente,19.62,False,0.0,False,Sesion_2
172,presente,42.31,False,0.0,False,Sesion_2
173,tardanza,34.59,True,60.0,False,Sesion_2
174,presente,26.45,False,0.0,False,Sesion_2
175,presente,38.7,False,0.0,False,Sesion_2
176,presente,27.98,False,0.0,False,Sesion_2
177,ausente,0.0,False,0.0,False,Sesion_2
178,ausente,0.0,False,0.0,False,Sesion_2
179,presente,38.41,True,60.0,False,Sesion_2
180,presente,23.41,True,60.0,False,Sesion_2
181,tardanza,44.84,False,0.0,False,Sesion_2
182,presente,46.09,False,0.0,False,Sesion_2
183,tardanza,33.5,False,0.0,False,Sesion_2
184,tardanza,40.5,False,0.0,False,Sesion_2
185,presente,26.75,False,0.0,False,Sesion_2
186,presente,21.14,False,0.0,False,Sesion_2
187,presente,42.94,False,0.0,False,Sesion_2
188,presente,24.39,False,0.0,False,Sesion_2
189,presente,39.75,False,0.0,False,Sesion_2
190,tardanza,39.05,False,0.0,False,Sesion_2
191,presente,35.54,False,0.0,False,Sesion_2
192,presente,35.47,True,60.0,False,Sesion_2
193,ausente,0.0,False,0.0,False,Sesion_2
194,tardanza,37.65,False,0.0,False,Sesion_2
195,presente,44.3,False,0.0,False,Sesion_2
196,presente,33.79,False,0.0,False,Sesion_2
197,presente,33.82,False,0.0,False,Sesion_2
198,presente,44.74,False,0.0,False,Sesion_2
199,presente,35.87,True,60.0,False,Sesion_2
200,presente,39.86,False,0.0,False,Sesion_2
201,tardanza,22.47,False,0.0,False,Sesion_2
202,presente,37.35,False,0.0,False,Sesion_2
203,presente,17.67,False,0.0,False,Sesion_2
204,presente,30.72,False,0.0,False,Sesion_2
205,presente,30.62,False,0.0,False,Sesion_2
206,presente,30.22,True,60.0,False,Sesion_2
207,presente,42.12,False,0.0,False,Sesion_2
208,ausente,0.0,False,0.0,False,Sesion_2
209,presente,35.25,False,0.0,False,Sesion_2
210,tardanza,32.66,False,0.0,False,Sesion_2
211,presente,55.99,False,0.0,False,Sesion_2
212,presente,46.21,False,0.0,False,Sesion_2
213,presente,29.79,False,0.0,False,Sesion_2
214,ausente,0.0,False,0.0,False,Sesion_2
215,presente,30.54,False,0.0,False,Sesion_2
216,presente,27.51,False,0.0,False,Sesion_2
217,ausente,0.0,False,0.0,False,Sesion_2
218,presente,21.5,False,0.0,False,Sesion_2
219,presente,37.93,False,0.0,False,Sesion_2
220,presente,41.54,False,0.0,False,Sesion_2
221,ausente,0.0,False,0.0,False,Sesion_2
222,tardanza,27.91,False,0.0,False,Sesion_2
223,presente,32.22,False,0.0,False,Sesion_2
224,presente,41.05,False,0.0,False,Sesion_2
225,presente,36.91,False,0.0,False,Sesion_2
226,tardanza,32.21,True,60.0,False,Sesion_2
227,tardanza,43.17,False,0.0,False,Sesion_2
228,presente,31.51,False,0.0,False,Sesion_2
229,presente,49.43,False,0.0,False,Sesion_2
230,presente,42.01,False,0.0,False,Sesion_2
231,presente,38.65,False,0.0,False,Sesion_2
232,presente,24.61,False,0.0,False,Sesion_2
233,presente,34.61,False,0.0,False,Sesion_2
234,presente,50.62,False,0.0,False,Sesion_2
235,presente,45.17,False,0.0,False,Sesion_2
236,presente,44.76,False,0.0,False,Sesion_2
237,presente,41.58,False,0.0,False,Sesion_2
238,tardanza,29.3,False,0.0,False,Sesion_2
239,presente,38.87,False,0.0,False,Sesion_2
240,presente,40.15,False,0.0,False,Sesion_2
241,ausente,0.0,False,0.0,False,Sesion_2
242,tardanza,34.6,False,0.0,False,Sesion_2
243,presente,42.36,True,60.0,False,Sesion_2
244,presente,41.02,False,0.0,False,Sesion_2
245,presente,42.45,False,0.0,False,Sesion_2
245,presente,46.84,False,0.0,True,Sesion_2
246,presente,39.46,False,0.0,False,Sesion_2
247,presente,32.43,False,0.0,False,Sesion_2
248,presente,39.27,False,0.0,False,Sesion_2
249,tardanza,36.9,False,0.0,False,Sesion_2
250,presente,34.94,True,60.0,False,Sesion_2
251,tardanza,25.88,True,60.0,False,Sesion_2
252,tardanza,44.79,False,0.0,False,Sesion_2
253,presente,36.85,False,0.0,False,Sesion_2
254,presente,31.66,False,0.0,False,Sesion_2
255,presente,31.39,False,0.0,False,Sesion_2
256,ausente,0.0,False,0.0,False,Sesion_2
257,presente,30.22,False,0.0,False,Sesion_2
258,presente,46.73,True,60.0,False,Sesion_2
259,presente,37.7,False,0.0,False,Sesion_2
260,presente,48.06,False,0.0,False,Sesion_2
1,presente,53.47,False,0.0,False,Sesion_3
2,presente,42.99,False,0.0,False,Sesion_3
3,ausente,0.0,False,0.0,False,Sesion_3
4,ausente,0.0,False,0.0,False,Sesion_3
5,presente,34.33,False,0.0,False,Sesion_3
6,presente,25.52,False,0.0,False,Sesion_3
7,presente,39.42,False,0.0,False,Sesion_3
7,presente,43.37,False,0.0,True,Sesion_3
8,presente,26.39,False,0.0,False,Sesion_3
9,presente,42.93,True,60.0,False,Sesion_3
10,presente,52.61,False,0.0,False,Sesion_3
11,presente,37.47,False,0.0,False,Sesion_3
12,presente,17.5,False,0.0,False,Sesion_3
13,tardanza,27.64,False,0.0,False,Sesion_3
14,presente,33.67,False,0.0,False,Sesion_3
15,presente,36.27,False,0.0,False,Sesion_3
16,presente,35.49,False,0.0,False,Sesion_3
17,presente,23.99,False,0.0,False,Sesion_3
18,presente,32.9,False,0.0,False,Sesion_3
19,presente,53.38,False,0.0,False,Sesion_3
20,ausente,0.0,False,0.0,False,Sesion_3
21,presente,29.53,False,0.0,False,Sesion_3
22,presente,32.94,False,0.0,False,Sesion_3
23,presente,28.42,False,0.0,False,Sesion_3
24,tardanza,40.05,False,0.0,False,Sesion_3
25,presente,21.42,False,0.0,False,Sesion_3
26,presente,40.27,False,0.0,False,Sesion_3
27,presente,40.31,False,0.0,False,Sesion_3
28,presente,37.72,True,60.0,False,Sesion_3
29,presente,31.92,False,0.0,False,Sesion_3
30,presente,52.8,False,0.0,False,Sesion_3
31,presente,27.88,True,60.0,False,Sesion_3
32,tardanza,23.51,False,0.0,False,Sesion_3
33,presente,51.11,False,0.0,False,Sesion_3
34,presente,30.93,False,0.0,False,Sesion_3
35,presente,48.2,False,0.0,False,Sesion_3
36,tardanza,51.39,False,0.0,False,Sesion_3
37,ausente,0.0,False,0.0,False,Sesion_3
38,presente,29.05,False,0.0,False,Sesion_3
39,tardanza,28.12,False,0.0,False,Sesion_3
40,presente,16.59,False,0.0,False,Sesion_3
41,presente,36.64,False,0.0,False,Sesion_3
